FieldID	TRAIT_OF_INTEREST	EXCLUDED_NEALE	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	EXCLUDED_PHARMA	EXCLUDED
30181		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte percentage freeze-thaw cycles	474044	474044	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Lymphocytes Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30181	lll	REMOVE
30182		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte percentage acquisition time	478516	502577	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Lymphocytes Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30182	lll	REMOVE
30183		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte percentage device ID	478516	502577	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Lymphocyte percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30183	lll	REMOVE
30184		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Lymphocyte percentage acquisition route	478516	502577	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Lymphocyte percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30184	lll	REMOVE
30190						Biological samples > Assay results > Blood assays > Blood count	100081	Monocyte percentage	478516	502577	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Monocytes Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocytes (percentage) is calculated as the proportion of monocytes in the leukocytes.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30190		
30191		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte percentage freeze-thaw cycles	474043	474043	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Monocytes Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30191	lll	REMOVE
30192		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte percentage acquisition time	478516	502577	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Monocytes Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30192	lll	REMOVE
30193		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte percentage device ID	478516	502577	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Monocyte percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30193	lll	REMOVE
30194		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Monocyte percentage acquisition route	478516	502577	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Monocyte percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30194	lll	REMOVE
30200						Biological samples > Assay results > Blood assays > Blood count	100081	Neutrophill percentage	478516	502577	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Neutrophils Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils (Percentage) is calculated as the proportion of neutrophils in the leukocytes.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30200		
30201		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill percentage freeze-thaw cycles	474044	474044	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Neutrophils Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30201	lll	REMOVE
30202		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill percentage acquisition time	478516	502577	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Neutrophils Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30202	lll	REMOVE
30203		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill percentage device ID	478516	502577	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Neutrophill percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30203	lll	REMOVE
30204		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Neutrophill percentage acquisition route	478516	502577	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Neutrophill percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30204	lll	REMOVE
30210						Biological samples > Assay results > Blood assays > Blood count	100081	Eosinophill percentage	478516	502577	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Eosinophils Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils (Percentage) is calculated as the proportion of eosinophils in the leukocytes.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30210		
30211		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill percentage freeze-thaw cycles	474040	474040	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Eosinophils Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30211	lll	REMOVE
30212		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill percentage acquisition time	478516	502577	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Eosinophils Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30212	lll	REMOVE
30213		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill percentage device ID	478516	502577	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Eosinophill percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30213	lll	REMOVE
30214		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Eosinophill percentage acquisition route	478516	502577	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Eosinophill percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30214	lll	REMOVE
30220						Biological samples > Assay results > Blood assays > Blood count	100081	Basophill percentage	478516	502577	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Basophils Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Basophils (Percentage) is calculated as the proportion of basophils in the leukocytes.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30220		
30221		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill percentage freeze-thaw cycles	474024	474024	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Basophils Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30221	lll	REMOVE
30222		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill percentage acquisition time	478516	502577	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Basophils Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30222	lll	REMOVE
30223		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill percentage device ID	478516	502577	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Basophill percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30223	lll	REMOVE
30224		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Basophill percentage acquisition route	478516	502577	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Basophill percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30224	lll	REMOVE
30230						Biological samples > Assay results > Blood assays > Blood count	100081	Nucleated red blood cell percentage	478281	496875	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Nucleated Red Blood Cells Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Nucleated Red Blood Cells (Percentage) is defined as the number of nucleated red blood cells per 100 white blood cells.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30230		
30231		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell percentage freeze-thaw cycles	472699	472699	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Nucleated Red Blood Cells Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30231	lll	REMOVE
30232		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell percentage acquisition time	478286	496880	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Nucleated Red Blood Cells Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30232	lll	REMOVE
30233		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell percentage device ID	478286	496880	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Nucleated red blood cell percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30233	lll	REMOVE
30234		YES-NEALELAB			2226	Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Nucleated red blood cell percentage acquisition route	478286	496880	Complete	Categorical single		Data	Auxiliary	Unisex	3	1	2226	Route whereby data for Nucleated red blood cell percentage was transferred from analyser device to UK Biobank core LIMS database.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30234	lll	REMOVE
30240						Biological samples > Assay results > Blood assays > Blood count	100081	Reticulocyte percentage	471320	494736	Complete	Continuous	percent	Data	Primary	Unisex	3	1		Result of Reticulocytes Percentage assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Reticulocytes (Percentage) is the number of reticulocytes as a percentage of red blood cells.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30240		
30241		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Reticulocyte percentage freeze-thaw cycles	466741	466741	Complete	Integer		Data	Auxiliary	Unisex	1	1		Number of freeze-thaw cycles sample went through before Reticulocytes Percentage assay was performed (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30241	lll	REMOVE
30242		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Reticulocyte percentage acquisition time	471320	494736	Complete	Time		Data	Auxiliary	Unisex	3	1		Original collection time of sample used for Reticulocytes Percentage assay (blood sample obtained from UK Biobank assessment centre visit).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30242	lll	REMOVE
30243		YES-NEALELAB				Biological samples > Assay results > Blood assays > Blood count > Blood count processing	9081	Reticulocyte percentage device ID	471320	494736	Complete	Text		Data	Auxiliary	Unisex	3	1		Identifier for device used to measure Reticulocyte percentage	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30243	lll	REMOVE
